url_length,domain_length,path_length,num_subdomains,num_dots,num_digits,num_special_chars,has_ip_address,suspicious_keyword_count,url_entropy,uses_https,encoded_char_count,redirect_marker_count,has_redirection_pattern,domain_age_days,token_count,suspicious_token_ratio,longest_token_length,unique_token_ratio,label
56,10,19,0,1,3,12,0,0,4.472907494321881,0,0,0,0,0,11,0.0,8,1.0,0
55,12,7,2,3,10,13,1,1,4.468881662993375,0,1,1,1,0,11,0.09090909090909091,8,1.0,1
55,14,8,2,3,12,13,1,0,4.364923644043811,0,1,1,1,0,11,0.0,7,1.0,1
43,11,5,0,1,3,10,0,0,4.379298475431077,0,0,0,0,0,9,0.0,7,1.0,0
61,14,8,2,3,12,13,1,1,4.474277220043181,0,1,1,1,0,11,0.09090909090909091,8,1.0,1
86,38,5,2,3,1,16,0,3,4.367710086191199,0,1,1,1,0,14,0.21428571428571427,7,0.7857142857142857,1
98,41,7,2,3,1,16,0,4,4.338332379173048,1,1,1,1,0,14,0.35714285714285715,9,0.9285714285714286,1
33,10,0,0,1,1,8,0,0,4.331976694984911,1,0,0,0,0,7,0.0,6,1.0,0
58,14,8,2,3,12,13,1,1,4.403262234859557,0,1,1,1,0,11,0.09090909090909091,8,1.0,1
43,7,8,0,1,3,10,0,0,4.3213862662293785,1,0,0,0,0,9,0.0,7,1.0,0
57,14,7,2,3,12,13,1,1,4.474554204780527,0,1,1,1,0,11,0.09090909090909091,9,1.0,1
84,36,7,2,3,1,16,0,3,4.372064200344003,1,1,1,1,0,14,0.2857142857142857,7,0.8571428571428571,1
59,14,7,2,3,12,13,1,1,4.391855531929343,0,1,1,1,0,11,0.09090909090909091,8,1.0,1
46,7,13,0,1,2,11,0,0,4.474330162437656,0,0,0,0,0,10,0.0,7,1.0,0
47,14,8,0,1,3,9,0,0,4.410451883362375,1,0,0,0,0,8,0.0,10,1.0,0
46,7,14,0,1,3,10,0,1,4.3873736406985255,1,0,0,0,0,9,0.0,7,1.0,0
36,11,17,0,1,0,6,0,1,4.0514621540398,1,0,0,0,0,5,0.0,8,1.0,0
63,14,21,0,1,3,12,0,1,4.46785795636022,1,0,0,0,0,11,0.0,10,0.9090909090909091,0
90,39,8,2,3,1,16,0,4,4.364231262208076,0,1,1,1,0,14,0.35714285714285715,8,0.8571428571428571,1
55,14,7,2,3,12,13,1,1,4.438511088004003,0,1,1,1,0,11,0.09090909090909091,8,1.0,1
52,11,16,0,1,3,10,0,0,4.36104086253062,1,0,0,0,0,9,0.0,7,1.0,0
85,37,7,2,3,1,16,0,4,4.279504305693449,0,1,1,1,0,14,0.35714285714285715,7,0.7142857142857143,1
78,34,5,0,1,1,15,0,3,4.329548456416764,0,1,1,1,0,13,0.23076923076923078,9,0.9230769230769231,1
52,36,8,2,3,0,9,0,3,4.144788699110686,1,0,0,0,0,8,0.375,8,1.0,1
50,13,13,0,1,3,10,0,0,4.376174630069642,0,0,0,0,0,9,0.0,9,1.0,0
51,7,17,0,1,3,11,0,0,4.452056107510174,0,0,0,0,0,10,0.0,8,1.0,0
47,9,10,0,1,3,10,0,0,4.493433469104719,1,0,0,0,0,9,0.0,9,1.0,0
59,15,7,2,3,13,13,1,1,4.381956252686886,0,1,1,1,0,11,0.09090909090909091,8,1.0,1
30,7,16,0,1,0,6,0,0,3.789898095464287,0,0,0,0,0,5,0.0,7,1.0,0
45,31,7,0,1,0,8,0,3,4.271989696561205,0,0,0,0,0,7,0.5714285714285714,7,0.8571428571428571,1
57,11,18,0,1,3,12,0,1,4.464922146602686,1,0,0,0,0,11,0.0,7,1.0,0
53,14,7,2,3,12,13,1,1,4.738902979727638,0,1,1,1,0,11,0.09090909090909091,6,1.0,1
46,14,24,0,1,0,7,0,0,4.178468412993378,1,0,0,0,0,6,0.0,10,1.0,0
47,10,13,0,1,2,10,0,1,4.35746837281614,1,0,0,0,0,9,0.0,7,1.0,0
31,10,13,0,1,0,6,0,0,4.026619294188054,1,0,0,0,0,5,0.0,7,1.0,0
55,11,19,0,1,3,10,0,0,4.519831022883674,1,0,0,0,0,9,0.0,9,1.0,0
45,10,8,0,1,2,10,0,0,4.438873585546248,1,0,0,0,0,9,0.0,7,1.0,0
55,14,8,2,3,12,13,1,0,4.483124823411555,0,1,1,1,0,11,0.0,7,1.0,1
57,14,15,0,1,3,11,0,0,4.630621154287883,1,0,0,0,0,10,0.0,10,1.0,0
39,23,8,0,1,2,7,0,3,4.252974975106084,1,0,0,0,0,6,0.5,7,1.0,1
42,27,8,0,1,2,7,0,2,4.415661470191764,0,0,0,0,0,6,0.3333333333333333,9,1.0,1
48,9,14,0,1,3,10,0,0,4.373734053066623,1,0,0,0,0,9,0.0,8,1.0,0
86,37,7,2,3,1,16,0,3,4.594582531222873,1,1,1,1,0,14,0.21428571428571427,8,0.9285714285714286,1
40,11,21,0,1,0,7,0,1,3.9037016960573467,1,0,0,0,0,6,0.0,7,1.0,0
43,13,5,0,1,3,9,0,0,4.3906990567258,1,0,0,0,0,8,0.0,9,1.0,0
77,28,5,0,1,3,14,0,1,4.550122434002888,1,1,1,1,0,12,0.08333333333333333,9,0.9166666666666666,1
48,10,10,0,1,3,10,0,0,4.605388542207536,1,0,0,0,0,9,0.0,9,1.0,0
88,39,5,0,1,1,15,0,3,4.413662838285337,1,1,1,1,0,13,0.23076923076923078,9,1.0,1
76,23,8,0,1,3,14,0,3,4.364811562061141,0,1,1,1,0,12,0.25,8,0.9166666666666666,1
59,13,7,2,3,11,13,1,1,4.4620309705258325,0,1,1,1,0,11,0.09090909090909091,8,1.0,1
28,10,10,0,1,0,5,0,0,3.869331261111518,1,0,0,0,0,4,0.0,9,1.0,0
89,39,8,2,3,1,16,0,3,4.460738549112038,1,1,1,1,0,14,0.21428571428571427,9,1.0,1
41,28,5,0,1,2,7,0,1,4.41231084602873,1,0,0,0,0,6,0.16666666666666666,8,1.0,1
52,37,8,0,1,0,8,0,2,4.256332334875691,0,0,0,0,0,7,0.42857142857142855,9,0.8571428571428571,1
39,14,18,0,1,0,6,0,0,4.111698692943855,0,0,0,0,0,5,0.0,10,1.0,0
91,37,8,0,1,1,15,0,3,4.362213039724876,1,1,1,1,0,13,0.3076923076923077,9,0.9230769230769231,1
60,13,7,2,3,11,13,1,1,4.534344789383314,0,1,1,1,0,11,0.09090909090909091,9,1.0,1
39,7,5,0,1,3,10,0,0,4.458103180234289,0,0,0,0,0,9,0.0,4,1.0,0
49,34,8,0,1,0,8,0,3,4.381982742198717,0,0,0,0,0,7,0.42857142857142855,8,1.0,1
80,29,8,0,1,3,14,0,3,4.52017349438722,0,1,1,1,0,12,0.25,9,0.9166666666666666,1
57,13,7,2,3,11,13,1,1,4.445288014336222,0,1,1,1,0,11,0.09090909090909091,8,1.0,1
31,10,13,0,1,0,6,0,0,3.7843684875968617,1,0,0,0,0,5,0.0,7,1.0,0
79,28,8,0,1,3,14,0,2,4.268246651743317,0,1,1,1,0,12,0.16666666666666666,9,0.8333333333333334,1
51,36,8,2,3,0,9,0,3,4.255977676137625,0,0,0,0,0,8,0.375,8,1.0,1
47,32,8,0,1,0,8,0,3,4.229808798348054,0,0,0,0,0,7,0.42857142857142855,7,1.0,1
43,10,5,0,1,3,10,0,0,4.547789463752856,1,0,0,0,0,9,0.0,6,1.0,0
29,11,10,0,1,0,6,0,0,3.7193758224153695,1,0,0,0,0,5,0.0,7,0.8,0
26,13,5,0,1,0,5,0,0,4.026986833359286,1,0,0,0,0,4,0.0,9,1.0,0
90,41,8,2,3,1,16,0,4,4.588019085325913,1,1,1,1,0,14,0.2857142857142857,9,1.0,1
43,28,8,0,1,2,7,0,2,4.47232173124503,0,0,0,0,0,6,0.3333333333333333,9,1.0,1
38,10,0,0,1,3,9,0,0,4.43858836864981,1,0,0,0,0,8,0.0,6,1.0,0
59,14,8,2,3,12,13,1,0,4.42983442730444,0,1,1,1,0,11,0.0,8,1.0,1
52,37,7,2,3,0,9,0,4,4.173514902443829,1,0,0,0,0,8,0.5,9,1.0,1
36,10,19,0,1,0,6,0,0,3.9302252658009036,0,0,0,0,0,5,0.0,9,1.0,0
28,10,10,0,1,0,6,0,0,3.994680368408909,1,0,0,0,0,5,0.0,6,1.0,0
34,10,16,0,1,0,6,0,1,3.7748395917476723,1,0,0,0,0,5,0.0,7,1.0,0
27,12,8,0,1,0,5,0,0,3.7821222241453065,0,0,0,0,0,4,0.0,8,1.0,0
58,13,18,0,1,3,11,0,0,4.592738271243879,0,0,0,0,0,10,0.0,9,1.0,0
57,14,7,2,3,12,13,1,1,4.5317405143755565,0,1,1,1,0,11,0.09090909090909091,8,1.0,1
51,10,13,0,1,3,11,0,0,4.4315584299098445,1,0,0,0,0,10,0.0,7,1.0,0
56,10,18,0,1,3,11,0,0,4.530394654123196,1,0,0,0,0,10,0.0,8,0.9,0
77,26,7,0,1,3,14,0,3,4.4406435713164845,1,1,1,1,0,12,0.25,8,1.0,1
50,9,16,0,1,3,10,0,0,4.332180011265246,1,0,0,0,0,9,0.0,7,1.0,0
88,38,8,2,3,1,16,0,4,4.454662286128406,1,1,1,1,0,14,0.2857142857142857,9,1.0,1
58,14,5,2,3,12,13,1,0,4.49692495803521,0,1,1,1,0,11,0.0,8,1.0,1
82,37,7,2,3,1,16,0,4,4.417930907952339,0,1,1,1,0,14,0.2857142857142857,8,0.9285714285714286,1
35,11,16,0,1,0,6,0,0,3.861725074756386,1,0,0,0,0,5,0.0,9,1.0,0
78,30,5,0,1,1,15,0,4,4.32746373741462,0,1,1,1,0,13,0.3076923076923077,8,0.8461538461538461,1
17,10,0,0,1,0,4,0,0,3.6168746059562227,0,0,0,0,0,3,0.0,6,1.0,0
72,24,8,0,1,3,14,0,3,4.414209981969091,0,1,1,1,0,12,0.25,8,0.9166666666666666,1
43,11,24,0,1,0,7,0,0,3.7605518964360436,1,0,0,0,0,6,0.0,9,1.0,0
37,9,0,0,1,3,9,0,0,4.3986425548181405,1,0,0,0,0,8,0.0,6,1.0,0
28,10,10,0,1,0,6,0,0,3.7264741182543757,1,0,0,0,0,5,0.0,6,0.8,0
80,34,7,0,1,1,15,0,5,4.404090367303975,0,1,1,1,0,13,0.38461538461538464,9,0.9230769230769231,1
39,10,22,0,1,0,7,0,0,3.9720873227372833,0,0,0,0,0,6,0.0,8,1.0,0
58,14,16,0,1,3,11,0,1,4.459370383424749,1,0,0,0,0,10,0.0,10,1.0,0
82,32,7,0,1,3,14,0,3,4.5090178639248775,0,1,1,1,0,12,0.25,9,0.9166666666666666,1
88,34,7,0,1,1,15,0,4,4.382335837711367,0,1,1,1,0,13,0.3076923076923077,9,0.8461538461538461,1
54,40,7,2,3,0,9,0,3,4.242873789353385,0,0,0,0,0,8,0.5,9,0.875,1
53,37,8,0,1,0,8,0,2,4.101867445744632,1,0,0,0,0,7,0.2857142857142857,9,0.8571428571428571,1
27,11,8,0,1,0,5,0,0,3.958229168669879,1,0,0,0,0,4,0.0,7,1.0,0
73,27,8,0,1,3,14,0,3,4.5453329927689765,1,1,1,1,0,12,0.25,8,1.0,1
33,11,14,0,1,0,6,0,0,3.9683403313485464,1,0,0,0,0,5,0.0,7,1.0,0
56,15,7,2,3,13,13,1,1,4.5422218826196925,0,1,1,1,0,11,0.09090909090909091,8,1.0,1
89,39,8,2,3,1,16,0,3,4.514349174249163,0,1,1,1,0,14,0.2857142857142857,9,0.8571428571428571,1
47,32,8,0,1,0,8,0,4,4.394390447146131,0,0,0,0,0,7,0.5714285714285714,7,1.0,1
35,11,16,0,1,0,6,0,1,3.9432894453927667,1,0,0,0,0,5,0.0,7,1.0,0
80,33,5,0,1,1,15,0,4,4.408227341619793,0,1,1,1,0,13,0.3076923076923077,8,0.9230769230769231,1
42,14,21,0,1,0,7,0,1,3.908062745930251,0,0,0,0,0,6,0.0,10,1.0,0
47,10,9,0,1,3,10,0,0,4.453005074851737,1,0,0,0,0,9,0.0,8,1.0,0
80,28,8,0,1,3,14,0,1,4.388540078116077,1,1,1,1,0,12,0.08333333333333333,8,0.9166666666666666,1
50,35,8,2,3,0,9,0,3,4.161076880026371,0,0,0,0,0,8,0.375,7,1.0,1
44,10,6,0,1,3,10,0,0,4.481714572986072,1,0,0,0,0,9,0.0,6,1.0,0
47,32,8,0,1,0,8,0,3,4.317589585987901,0,0,0,0,0,7,0.42857142857142855,7,1.0,1
81,37,5,2,3,1,16,0,3,4.4413417108719315,0,1,1,1,0,14,0.21428571428571427,9,0.8571428571428571,1
16,9,0,0,1,0,4,0,0,3.452819531114783,0,0,0,0,0,3,0.0,5,1.0,0
44,11,8,0,1,3,9,0,0,4.390805482076982,1,0,0,0,0,8,0.0,7,1.0,0
86,35,8,2,3,1,16,0,3,4.50755819712636,0,1,1,1,0,14,0.21428571428571427,8,0.9285714285714286,1
87,34,8,2,3,1,16,0,4,4.311132525596735,1,1,1,1,0,14,0.2857142857142857,8,1.0,1
43,10,8,0,1,3,9,0,0,4.315231324217973,1,0,0,0,0,8,0.0,7,1.0,0
57,14,8,2,3,12,13,1,0,4.483467386520037,0,1,1,1,0,11,0.0,7,1.0,1
54,12,7,2,3,10,13,1,1,4.496032208850886,0,1,1,1,0,11,0.09090909090909091,8,1.0,1
79,34,7,0,1,1,15,0,2,4.23569811373453,0,1,1,1,0,13,0.3076923076923077,9,0.7692307692307693,1
40,11,5,0,1,3,9,0,0,4.3653115322251015,0,0,0,0,0,8,0.0,7,1.0,0
51,11,13,0,1,3,11,0,0,4.421946175092725,0,0,0,0,0,10,0.0,7,1.0,0
85,36,5,0,1,1,15,0,3,4.48459218486589,0,1,1,1,0,13,0.23076923076923078,9,0.9230769230769231,1
82,25,8,0,1,3,14,0,3,4.412326145256007,0,1,1,1,0,12,0.25,8,0.9166666666666666,1
46,9,13,0,1,3,10,0,1,4.3794491194680845,0,0,0,0,0,9,0.0,7,1.0,0
67,22,7,0,1,3,14,0,3,4.172605393453158,0,1,1,1,0,12,0.25,8,0.9166666666666666,1
82,36,5,0,1,1,15,0,2,4.502890051478965,1,1,1,1,0,13,0.15384615384615385,9,1.0,1
52,37,8,2,3,0,9,0,3,4.125625960219347,0,0,0,0,0,8,0.5,7,0.875,1
56,13,8,2,3,11,13,1,0,4.415282012762777,0,1,1,1,0,11,0.0,8,1.0,1
39,10,22,0,1,0,7,0,0,3.942722014334036,0,0,0,0,0,6,0.0,8,1.0,0
80,33,5,0,1,1,15,0,4,4.248632713213298,0,1,1,1,0,13,0.3076923076923077,8,0.9230769230769231,1
46,10,8,0,1,3,10,0,0,4.449995043334096,1,0,0,0,0,9,0.0,7,1.0,0
88,38,8,2,3,1,16,0,3,4.3561568372678146,1,1,1,1,0,14,0.21428571428571427,9,0.9285714285714286,1
39,10,21,0,1,0,7,0,0,3.916579706419834,1,0,0,0,0,6,0.0,7,1.0,0
58,10,23,0,1,3,11,0,1,4.414039513026633,1,0,0,0,0,10,0.0,8,1.0,0
64,14,22,0,1,3,12,0,0,4.548937164990341,1,0,0,0,0,11,0.0,10,1.0,0
82,34,7,2,3,1,16,0,4,4.484017863924878,0,1,1,1,0,14,0.2857142857142857,7,0.8571428571428571,1
40,10,22,0,1,0,7,0,0,3.932332871750514,1,0,0,0,0,6,0.0,7,1.0,0
35,10,18,0,1,0,7,0,0,3.7370242754249494,0,0,0,0,0,6,0.0,7,1.0,0
35,14,13,0,1,0,6,0,0,4.022000516883152,1,0,0,0,0,5,0.0,10,1.0,0
56,11,18,0,1,2,12,0,0,4.39675280670598,1,0,0,0,0,11,0.0,7,1.0,0
54,13,8,2,3,11,13,1,0,4.585551863313455,0,1,1,1,0,11,0.0,7,1.0,1
58,14,8,2,3,12,13,1,0,4.359255209025448,0,1,1,1,0,11,0.0,9,1.0,1
47,32,8,0,1,0,8,0,3,4.293222627951164,0,0,0,0,0,7,0.42857142857142855,8,1.0,1
53,38,8,2,3,0,9,0,3,4.478131191213624,0,0,0,0,0,8,0.375,8,1.0,1
87,38,5,2,3,1,16,0,3,4.5806945780957555,0,1,1,1,0,14,0.21428571428571427,9,0.9285714285714286,1
86,36,5,2,3,1,16,0,4,4.466050013578471,0,1,1,1,0,14,0.2857142857142857,8,0.9285714285714286,1
53,38,8,2,3,0,9,0,3,4.420671161824627,0,0,0,0,0,8,0.375,8,1.0,1
48,12,28,0,1,0,7,0,0,3.978846168850305,1,0,0,0,0,6,0.0,9,0.8333333333333334,0
26,14,5,0,1,0,5,0,0,4.132944044980958,0,0,0,0,0,4,0.0,10,1.0,0
81,32,7,0,1,1,15,0,4,4.512439377071141,1,1,1,1,0,13,0.38461538461538464,9,0.9230769230769231,1
74,26,7,0,1,3,14,0,2,4.60737648110873,0,1,1,1,0,12,0.25,7,0.8333333333333334,1
69,23,8,0,1,3,14,0,2,4.328721608459144,0,1,1,1,0,12,0.16666666666666666,8,0.8333333333333334,1
57,11,18,0,1,3,12,0,0,4.420548023567934,1,0,0,0,0,11,0.0,7,1.0,0
31,9,14,0,1,0,6,0,0,4.042433003725894,1,0,0,0,0,5,0.0,8,1.0,0
45,33,5,0,1,0,8,0,3,4.129981707104246,0,0,0,0,0,7,0.42857142857142855,8,1.0,1
87,36,7,2,3,1,16,0,4,4.482444466233927,0,1,1,1,0,14,0.35714285714285715,8,0.8571428571428571,1
59,14,8,2,3,12,13,1,0,4.517210742942091,0,1,1,1,0,11,0.0,8,1.0,1
49,33,8,0,1,0,8,0,3,4.123004049629476,1,0,0,0,0,7,0.42857142857142855,7,1.0,1
48,33,8,0,1,0,8,0,3,4.27259336614426,0,0,0,0,0,7,0.42857142857142855,7,1.0,1
38,11,19,0,1,0,7,0,0,3.8629488165201455,1,0,0,0,0,6,0.0,7,1.0,0
79,33,7,0,1,1,15,0,5,4.483666736199476,1,1,1,1,0,13,0.38461538461538464,7,1.0,1
48,34,7,0,1,0,8,0,4,4.3553885422075345,0,0,0,0,0,7,0.5714285714285714,7,1.0,1
38,26,5,0,1,2,7,0,2,4.343597829848841,0,0,0,0,0,6,0.3333333333333333,8,1.0,1
80,30,7,0,1,1,15,0,3,4.514184553241465,1,1,1,1,0,13,0.3076923076923077,9,0.9230769230769231,1
30,9,13,0,1,0,6,0,0,3.640223928941852,1,0,0,0,0,5,0.0,7,1.0,0
32,11,13,0,1,0,6,0,0,3.9292292966721747,1,0,0,0,0,5,0.0,7,1.0,0
39,9,23,0,1,0,7,0,1,3.8214641693801754,0,0,0,0,0,6,0.0,8,1.0,0
41,26,8,0,1,2,7,0,2,4.161953223919208,0,0,0,0,0,6,0.3333333333333333,9,1.0,1
36,12,16,0,1,0,6,0,1,4.107017709595356,1,0,0,0,0,5,0.0,8,1.0,0
42,7,8,0,1,2,10,0,0,4.492926053473585,1,0,0,0,0,9,0.0,7,1.0,0
27,9,11,0,1,0,6,0,0,3.8841550945958057,0,0,0,0,0,5,0.0,5,1.0,0
62,14,8,2,3,12,13,1,0,4.444413829577612,0,1,1,1,0,11,0.0,9,1.0,1
55,40,8,2,3,0,9,0,4,4.208568923269788,0,0,0,0,0,8,0.5,9,1.0,1
48,14,6,0,1,3,10,0,0,4.573934896284056,1,0,0,0,0,9,0.0,10,1.0,0
42,11,23,0,1,0,7,0,0,4.032946376831121,1,0,0,0,0,6,0.0,9,1.0,0
17,9,0,0,1,0,4,0,0,3.6168746059562227,1,0,0,0,0,3,0.0,6,1.0,0
80,32,5,0,1,1,15,0,3,4.284490361435137,0,1,1,1,0,13,0.3076923076923077,8,0.8461538461538461,1
33,10,15,0,1,0,6,0,0,3.9683403313485464,1,0,0,0,0,5,0.0,9,1.0,0
35,13,15,0,1,0,6,0,0,4.171860873964196,0,0,0,0,0,5,0.0,9,1.0,0
91,39,8,2,3,1,16,0,3,4.489214545207799,1,1,1,1,0,14,0.2857142857142857,9,0.9285714285714286,1
91,39,7,0,1,1,15,0,4,4.44604288095027,0,1,1,1,0,13,0.3076923076923077,9,0.9230769230769231,1
59,43,8,2,3,0,9,0,4,4.110688177429904,1,0,0,0,0,8,0.5,8,1.0,1
50,9,13,0,1,3,11,0,0,4.343465189601647,1,0,0,0,0,10,0.0,7,1.0,0
33,11,14,0,1,0,6,0,0,4.066677073707229,1,0,0,0,0,5,0.0,7,1.0,0
33,10,16,0,1,0,6,0,0,3.7030407100708658,0,0,0,0,0,5,0.0,7,1.0,0
43,11,5,0,1,3,10,0,0,4.437210684632777,0,0,0,0,0,9,0.0,7,1.0,0
77,27,7,0,1,3,14,0,4,4.571221691098527,0,1,1,1,0,12,0.3333333333333333,9,0.9166666666666666,1
42,28,7,0,1,2,7,0,3,4.329717649371839,0,0,0,0,0,6,0.5,9,1.0,1
68,25,7,0,1,3,14,0,3,4.391706143303549,0,1,1,1,0,12,0.25,8,0.9166666666666666,1
84,37,5,2,3,1,16,0,3,4.313882493841966,0,1,1,1,0,14,0.2857142857142857,9,0.8571428571428571,1
42,10,24,0,1,0,7,0,1,4.014357827994779,1,0,0,0,0,6,0.0,7,0.8333333333333334,0
83,32,8,0,1,1,15,0,4,4.542355220244886,0,1,1,1,0,13,0.3076923076923077,9,0.8461538461538461,1
86,35,7,2,3,1,16,0,5,4.515854221078979,0,1,1,1,0,14,0.35714285714285715,8,0.9285714285714286,1
24,10,6,0,1,0,5,0,0,3.7201755214643453,1,0,0,0,0,4,0.0,6,1.0,0
51,9,14,0,1,3,11,0,0,4.351168910888083,1,0,0,0,0,10,0.0,7,0.9,0
40,9,23,0,1,0,7,0,0,3.8037016960573475,1,0,0,0,0,6,0.0,9,1.0,0
77,26,8,0,1,3,14,0,2,4.363651071172254,0,1,1,1,0,12,0.16666666666666666,8,0.8333333333333334,1
34,10,16,0,1,0,7,0,0,3.9590943713503304,1,0,0,0,0,6,0.0,6,1.0,0
42,13,21,0,1,0,7,0,0,3.9823345430436743,1,0,0,0,0,6,0.0,9,1.0,0
48,13,8,0,1,3,10,0,0,4.457067386399956,0,0,0,0,0,9,0.0,9,1.0,0
83,31,8,0,1,3,14,0,3,4.471979867285993,0,1,1,1,0,12,0.25,9,0.9166666666666666,1
32,10,14,0,1,0,6,0,0,3.890319531114783,1,0,0,0,0,5,0.0,7,1.0,0
56,12,16,0,1,3,11,0,0,4.432467092420267,1,0,0,0,0,10,0.0,8,1.0,0
85,40,7,2,3,1,16,0,3,4.466369064781726,0,1,1,1,0,14,0.21428571428571427,9,0.9285714285714286,1
39,11,0,0,1,3,9,0,0,4.50938523151634,1,0,0,0,0,8,0.0,7,1.0,0
50,9,13,0,1,3,11,0,0,4.3879764393853,1,0,0,0,0,10,0.0,7,1.0,0
34,10,16,0,1,0,6,0,0,3.9224734155316097,1,0,0,0,0,5,0.0,9,1.0,0
35,10,0,0,1,3,8,0,0,4.307714802597437,1,0,0,0,0,7,0.0,6,1.0,0
83,36,8,2,3,1,16,0,2,4.345738355073862,0,1,1,1,0,14,0.14285714285714285,7,0.8571428571428571,1
84,36,7,0,1,1,15,0,4,4.43752841442023,0,1,1,1,0,13,0.3076923076923077,8,0.9230769230769231,1
54,11,18,0,1,3,11,0,0,4.477226049206229,1,0,0,0,0,10,0.0,7,1.0,0
31,13,11,0,1,0,6,0,0,4.042433003725894,0,0,0,0,0,5,0.0,9,1.0,0
56,7,24,0,1,3,11,0,0,4.282639243749494,1,0,0,0,0,10,0.0,7,1.0,0
