url_length,domain_length,path_length,num_subdomains,num_dots,num_digits,num_special_chars,has_ip_address,suspicious_keyword_count,url_entropy,uses_https,encoded_char_count,redirect_marker_count,has_redirection_pattern,domain_age_days,token_count,suspicious_token_ratio,longest_token_length,unique_token_ratio,label
76,23,8,0,1,3,14,0,3,4.513196021403656,0,1,1,1,0,12,0.25,8,0.9166666666666666,1
32,17,8,0,1,0,5,0,1,4.140319531114783,0,0,0,0,0,4,0.0,13,1.0,0
63,17,21,0,1,3,11,0,0,4.441898082972923,1,0,0,0,0,10,0.0,13,1.0,0
54,13,13,0,1,3,11,0,0,4.5088835666978335,1,0,0,0,0,10,0.0,9,1.0,0
46,32,7,0,1,0,8,0,3,4.183371945366914,0,0,0,0,0,7,0.5714285714285714,7,0.8571428571428571,1
54,14,8,2,3,12,13,1,1,4.380647593466271,0,1,1,1,0,11,0.09090909090909091,7,1.0,1
51,36,7,0,1,0,8,0,3,4.390384597162592,1,0,0,0,0,7,0.42857142857142855,9,1.0,1
62,15,8,2,3,13,13,1,1,4.308718672076339,0,1,1,1,0,11,0.09090909090909091,8,1.0,1
58,12,8,2,3,10,13,1,0,4.52388522596962,0,1,1,1,0,11,0.0,8,1.0,1
91,35,7,2,3,1,16,0,4,4.32045555634652,1,1,1,1,0,14,0.35714285714285715,9,0.9285714285714286,1
54,40,7,2,3,0,9,0,4,4.394073734471543,0,0,0,0,0,8,0.5,8,1.0,1
90,40,8,2,3,1,16,0,3,4.460709215804661,0,1,1,1,0,14,0.21428571428571427,8,0.9285714285714286,1
58,43,8,2,3,0,9,0,2,4.3038609005169235,0,0,0,0,0,8,0.25,9,0.875,1
92,40,7,2,3,1,16,0,4,4.358241905060616,0,1,1,1,0,14,0.2857142857142857,9,0.9285714285714286,1
35,17,10,0,1,0,6,0,0,4.114718016821338,1,0,0,0,0,5,0.0,13,1.0,0
51,13,10,0,1,3,11,0,0,4.474005430623188,1,0,0,0,0,10,0.0,9,0.9,0
28,13,8,0,1,0,5,0,0,3.580050351464737,0,0,0,0,0,4,0.0,9,1.0,0
77,26,8,0,1,3,14,0,2,4.532040277613463,1,1,1,1,0,12,0.16666666666666666,7,0.9166666666666666,1
30,17,5,0,1,0,5,0,0,4.072905595320056,1,0,0,0,0,4,0.0,13,1.0,0
56,13,5,2,3,11,13,1,0,4.4303358829906845,0,1,1,1,0,11,0.0,9,1.0,1
55,17,11,0,1,2,11,0,0,4.603998122576231,1,0,0,0,0,10,0.0,13,1.0,0
38,25,5,0,1,2,7,0,2,4.293594289588575,1,0,0,0,0,6,0.3333333333333333,6,1.0,1
73,26,7,0,1,3,14,0,4,4.591363979869552,1,1,1,1,0,12,0.3333333333333333,8,1.0,1
55,13,7,2,3,11,13,1,1,4.492374351631802,0,1,1,1,0,11,0.09090909090909091,9,1.0,1
94,37,7,2,3,1,16,0,4,4.453889985329273,0,1,1,1,0,14,0.2857142857142857,8,0.9285714285714286,1
75,22,7,0,1,3,14,0,2,4.248065094733704,0,1,1,1,0,12,0.25,9,0.8333333333333334,1
84,36,8,2,3,1,16,0,4,4.477220689257089,1,1,1,1,0,14,0.2857142857142857,7,1.0,1
49,17,24,0,1,0,7,0,1,4.015960937428731,1,0,0,0,0,6,0.0,13,1.0,0
53,38,8,0,1,0,8,0,4,4.25859398322495,0,0,0,0,0,7,0.5714285714285714,9,1.0,1
33,13,13,0,1,0,6,0,1,3.8471282101364253,0,0,0,0,0,5,0.0,9,1.0,0
43,17,18,0,1,0,6,0,0,4.013961127883481,1,0,0,0,0,5,0.0,13,0.8,0
38,17,13,0,1,0,6,0,0,4.0579464358416475,1,0,0,0,0,5,0.0,13,1.0,0
75,32,8,0,1,1,15,0,3,4.394597505857266,0,1,1,1,0,13,0.23076923076923078,7,0.9230769230769231,1
59,15,8,2,3,13,13,1,0,4.4602789447344335,0,1,1,1,0,11,0.0,9,1.0,1
46,13,8,0,1,3,9,0,0,4.40868777094518,1,0,0,0,0,8,0.0,9,1.0,0
28,13,8,0,1,0,5,0,0,3.6105772433316425,0,0,0,0,0,4,0.0,9,1.0,0
59,13,18,0,1,3,11,0,0,4.454866253471542,1,0,0,0,0,10,0.0,9,1.0,0
79,28,8,0,1,3,14,0,2,4.5141669380903435,1,1,1,1,0,12,0.16666666666666666,8,0.9166666666666666,1
89,36,7,2,3,1,16,0,3,4.443938863685107,0,1,1,1,0,14,0.2857142857142857,8,0.8571428571428571,1
41,13,0,0,1,3,9,0,0,4.521828528850025,1,0,0,0,0,8,0.0,9,1.0,0
90,39,7,2,3,1,16,0,4,4.540032511160867,1,1,1,1,0,14,0.2857142857142857,8,0.9285714285714286,1
72,24,8,0,1,3,14,0,3,4.421441945207328,1,1,1,1,0,12,0.25,7,1.0,1
46,13,5,0,1,3,10,0,0,4.528465488430549,1,0,0,0,0,9,0.0,9,1.0,0
34,13,13,0,1,0,6,0,0,3.816307519224644,1,0,0,0,0,5,0.0,9,1.0,0
82,32,7,0,1,1,15,0,4,4.5577695455485046,1,1,1,1,0,13,0.3076923076923077,8,1.0,1
73,27,8,0,1,3,14,0,2,4.285271113237848,0,1,1,1,0,12,0.25,8,0.8333333333333334,1
42,17,0,0,1,3,8,0,0,4.51089956542986,1,0,0,0,0,7,0.0,13,1.0,0
38,13,0,0,1,3,8,0,0,4.471354487013929,1,0,0,0,0,7,0.0,9,1.0,0
57,14,8,2,3,12,13,1,0,4.540653696115068,0,1,1,1,0,11,0.0,7,1.0,1
45,31,7,0,1,0,8,0,4,4.146756984930101,0,0,0,0,0,7,0.5714285714285714,7,1.0,1
59,12,8,2,3,10,13,1,0,4.376859865749109,0,1,1,1,0,11,0.0,8,1.0,1
62,15,8,2,3,13,13,1,0,4.5280729963885085,0,1,1,1,0,11,0.0,8,1.0,1
70,24,8,0,1,3,14,0,3,4.307568451882711,0,1,1,1,0,12,0.25,7,0.9166666666666666,1
51,35,8,2,3,0,9,0,3,4.251925891503371,1,0,0,0,0,8,0.375,7,1.0,1
80,32,7,0,1,1,15,0,4,4.519933027801806,0,1,1,1,0,13,0.3076923076923077,8,0.9230769230769231,1
55,17,14,0,1,2,10,0,0,4.481651650699858,1,0,0,0,0,9,0.0,13,1.0,0
49,37,5,0,1,0,8,0,3,4.027149641220905,0,0,0,0,0,7,0.42857142857142855,8,1.0,1
89,34,8,0,1,1,15,0,3,4.500785773646951,0,1,1,1,0,13,0.23076923076923078,8,0.9230769230769231,1
93,33,8,0,1,1,15,0,4,4.31197342216387,1,1,1,1,0,13,0.3076923076923077,9,1.0,1
55,14,7,2,3,12,13,1,1,4.635952473790987,0,1,1,1,0,11,0.09090909090909091,8,1.0,1
79,29,7,0,1,3,14,0,4,4.382664379401087,1,1,1,1,0,12,0.3333333333333333,8,1.0,1
43,17,18,0,1,0,7,0,0,3.97420517568472,1,0,0,0,0,6,0.0,13,1.0,0
41,13,20,0,1,0,7,0,0,3.849052701399442,1,0,0,0,0,6,0.0,9,0.8333333333333334,0
48,33,7,0,1,0,8,0,4,4.4332080733223185,1,0,0,0,0,7,0.5714285714285714,8,1.0,1
56,14,7,2,3,12,13,1,1,4.556201280807904,0,1,1,1,0,11,0.09090909090909091,8,1.0,1
55,17,10,0,1,3,10,0,0,4.703464940522036,1,0,0,0,0,9,0.0,13,1.0,0
54,13,5,2,3,11,13,1,0,4.342186055004732,0,1,1,1,0,11,0.0,8,1.0,1
20,13,0,0,1,0,4,0,0,3.5464393446710156,0,0,0,0,0,3,0.0,9,1.0,0
50,35,7,2,3,0,9,0,3,4.4010768800263715,1,0,0,0,0,8,0.5,8,0.875,1
85,37,8,2,3,1,16,0,2,4.3170876247146985,0,1,1,1,0,14,0.14285714285714285,9,0.8571428571428571,1
74,29,5,0,1,3,14,0,2,4.16674428144831,1,1,1,1,0,12,0.16666666666666666,7,0.9166666666666666,1
48,13,27,0,1,0,7,0,0,3.9036453256328723,1,0,0,0,0,6,0.0,9,1.0,0
35,17,11,0,1,0,6,0,0,4.111864717675342,0,0,0,0,0,5,0.0,13,1.0,0
58,14,7,2,3,12,13,1,1,4.3814893607725285,0,1,1,1,0,11,0.09090909090909091,8,1.0,1
55,13,8,2,3,11,13,1,1,4.329072049140224,0,1,1,1,0,11,0.09090909090909091,8,1.0,1
87,36,7,2,3,1,16,0,3,4.449351419265609,0,1,1,1,0,14,0.2857142857142857,8,0.8571428571428571,1
41,13,0,0,1,3,9,0,0,4.521828528850025,1,0,0,0,0,8,0.0,9,1.0,0
64,13,23,0,1,3,12,0,0,4.551108500731241,1,0,0,0,0,11,0.0,9,1.0,0
34,13,13,0,1,0,6,0,1,3.962031591059445,1,0,0,0,0,5,0.0,9,1.0,0
56,13,8,2,3,11,13,1,0,4.521013604328457,0,1,1,1,0,11,0.0,7,1.0,1
58,13,8,2,3,11,13,1,0,4.557816199717658,0,1,1,1,0,11,0.0,8,1.0,1
53,17,8,0,1,3,10,0,0,4.578979832118272,1,0,0,0,0,9,0.0,13,1.0,0
87,37,8,2,3,1,16,0,4,4.445745460601413,1,1,1,1,0,14,0.2857142857142857,7,1.0,1
40,17,15,0,1,0,6,0,0,4.193942707918269,1,0,0,0,0,5,0.0,13,1.0,0
46,13,5,0,1,3,10,0,0,4.571943749300114,1,0,0,0,0,9,0.0,9,1.0,0
70,21,7,0,1,3,14,0,4,4.466068085536649,0,1,1,1,0,12,0.3333333333333333,8,0.8333333333333334,1
38,17,13,0,1,0,6,0,0,4.017535737070862,1,0,0,0,0,5,0.0,13,1.0,0
39,25,7,0,1,2,7,0,3,4.3361829878711236,0,0,0,0,0,6,0.5,8,1.0,1
40,17,15,0,1,0,6,0,0,4.234183719779189,1,0,0,0,0,5,0.0,13,1.0,0
39,17,14,0,1,0,6,0,0,4.060416641661804,1,0,0,0,0,5,0.0,13,1.0,0
56,14,8,2,3,12,13,1,1,4.4072782441418585,0,1,1,1,0,11,0.09090909090909091,7,1.0,1
42,13,21,0,1,0,7,0,0,3.7472320911168353,1,0,0,0,0,6,0.0,9,1.0,0
82,31,8,0,1,3,14,0,3,4.419588496642341,0,1,1,1,0,12,0.25,8,0.9166666666666666,1
82,38,7,2,3,1,16,0,3,4.314439529274928,0,1,1,1,0,14,0.2857142857142857,7,0.8571428571428571,1
51,35,8,0,1,0,8,0,2,4.261673638009257,1,0,0,0,0,7,0.2857142857142857,7,0.8571428571428571,1
41,13,0,0,1,3,9,0,0,4.473048041045147,1,0,0,0,0,8,0.0,9,1.0,0
44,17,19,0,1,0,7,0,0,4.105254143058345,1,0,0,0,0,6,0.0,13,1.0,0
84,36,5,2,3,1,16,0,2,4.364901438110779,0,1,1,1,0,14,0.14285714285714285,9,0.9285714285714286,1
36,13,15,0,1,0,7,0,0,3.798145057407474,1,0,0,0,0,6,0.0,9,0.8333333333333334,0
56,14,7,2,3,12,13,1,1,4.542221882619691,0,1,1,1,0,11,0.09090909090909091,6,1.0,1
47,33,7,0,1,0,8,0,3,4.319714383224282,0,0,0,0,0,7,0.5714285714285714,8,0.8571428571428571,1
82,33,7,0,1,1,15,0,4,4.482246495798925,0,1,1,1,0,13,0.3076923076923077,8,0.9230769230769231,1
29,13,8,0,1,0,5,0,1,3.8833374604210067,1,0,0,0,0,4,0.0,9,1.0,0
46,30,8,0,1,2,7,0,1,4.197611554759383,1,0,0,0,0,6,0.16666666666666666,7,0.8333333333333334,1
75,26,7,0,1,3,14,0,4,4.52623641646599,0,1,1,1,0,12,0.3333333333333333,7,0.9166666666666666,1
72,26,7,0,1,3,14,0,3,4.4771581527771875,1,1,1,1,0,12,0.25,7,1.0,1
85,36,8,2,3,1,16,0,2,4.475968239265219,1,1,1,1,0,14,0.14285714285714285,7,1.0,1
45,17,0,0,1,3,9,0,0,4.652421151644845,1,0,0,0,0,8,0.0,13,1.0,0
82,33,7,0,1,1,15,0,4,4.536803095506428,0,1,1,1,0,13,0.38461538461538464,8,0.8461538461538461,1
55,15,7,2,3,13,13,1,1,4.431145813936772,0,1,1,1,0,11,0.09090909090909091,6,1.0,1
85,37,8,0,1,1,15,0,4,4.456491726607821,0,1,1,1,0,13,0.3076923076923077,8,0.9230769230769231,1
83,36,7,2,3,1,16,0,5,4.566211077912425,0,1,1,1,0,14,0.35714285714285715,8,0.9285714285714286,1
32,13,11,0,1,0,6,0,0,3.8871987351738495,1,0,0,0,0,5,0.0,9,1.0,0
64,13,23,0,1,3,12,0,0,4.494707868318166,1,0,0,0,0,11,0.0,9,1.0,0
41,26,8,0,1,2,7,0,2,4.385008029473518,0,0,0,0,0,6,0.3333333333333333,9,1.0,1
55,13,14,0,1,3,11,0,0,4.518015287063494,1,0,0,0,0,10,0.0,9,1.0,0
48,33,7,0,1,0,8,0,4,4.240601562950723,1,0,0,0,0,7,0.5714285714285714,8,1.0,1
43,29,7,0,1,2,7,0,2,4.31290887142472,0,0,0,0,0,6,0.5,8,0.8333333333333334,1
79,28,8,0,1,3,14,0,2,4.4086740412537955,1,1,1,1,0,12,0.25,9,0.9166666666666666,1
50,35,7,0,1,0,8,0,3,4.195783629896563,1,0,0,0,0,7,0.5714285714285714,8,0.8571428571428571,1
85,36,5,0,1,1,15,0,3,4.3933808540571055,1,1,1,1,0,13,0.23076923076923078,8,0.9230769230769231,1
58,11,8,2,3,9,13,1,0,4.417203646486813,0,1,1,1,0,11,0.0,8,1.0,1
84,41,5,2,3,1,16,0,4,4.414158755395022,0,1,1,1,0,14,0.2857142857142857,9,0.9285714285714286,1
82,37,7,0,1,1,15,0,4,4.453938214467794,0,1,1,1,0,13,0.38461538461538464,7,0.8461538461538461,1
48,33,8,0,1,0,8,0,3,4.258947073809812,0,0,0,0,0,7,0.42857142857142855,7,1.0,1
49,34,8,2,3,0,9,0,3,4.231558058180161,0,0,0,0,0,8,0.375,7,1.0,1
66,13,25,0,1,3,12,0,0,4.354609461247388,1,0,0,0,0,11,0.0,9,0.9090909090909091,0
56,14,7,2,3,12,13,1,1,4.704349428956053,0,1,1,1,0,11,0.09090909090909091,9,1.0,1
46,17,21,0,1,0,7,0,0,4.162057815120259,1,0,0,0,0,6,0.0,13,1.0,0
39,27,5,0,1,2,7,0,2,4.143624654426843,0,0,0,0,0,6,0.3333333333333333,9,1.0,1
39,17,14,0,1,0,6,0,0,4.291687154704211,1,0,0,0,0,5,0.0,13,1.0,0
75,26,8,0,1,3,14,0,2,4.4829292310152535,0,1,1,1,0,12,0.16666666666666666,7,0.8333333333333334,1
34,17,10,0,1,0,6,0,0,4.0796786498829745,0,0,0,0,0,5,0.0,13,1.0,0
78,26,8,0,1,3,14,0,4,4.511250711872772,0,1,1,1,0,12,0.3333333333333333,9,0.9166666666666666,1
39,17,14,0,1,0,6,0,0,4.099128821259931,1,0,0,0,0,5,0.0,13,1.0,0
94,43,7,2,3,1,16,0,5,4.475773338246065,0,1,1,1,0,14,0.35714285714285715,9,0.8571428571428571,1
55,12,8,2,3,10,13,1,0,4.520860672468158,0,1,1,1,0,11,0.0,7,1.0,1
58,17,13,0,1,3,11,0,0,4.684893063794679,1,0,0,0,0,10,0.0,13,1.0,0
29,13,8,0,1,0,5,0,0,3.7362801326109922,1,0,0,0,0,4,0.0,9,1.0,0
55,15,7,2,3,13,13,1,1,4.598216624734382,0,1,1,1,0,11,0.09090909090909091,6,1.0,1
86,35,8,0,1,1,15,0,3,4.485710542797557,0,1,1,1,0,13,0.3076923076923077,8,0.8461538461538461,1
80,33,8,2,3,1,16,0,3,4.481962597062269,0,1,1,1,0,14,0.2857142857142857,7,0.8571428571428571,1
86,33,7,0,1,1,15,0,4,4.339011923790011,0,1,1,1,0,13,0.3076923076923077,8,0.9230769230769231,1
43,17,18,0,1,0,7,0,1,4.106984383697434,1,0,0,0,0,6,0.0,13,0.8333333333333334,0
78,31,5,0,1,3,14,0,1,4.531539724313659,0,1,1,1,0,12,0.08333333333333333,9,0.8333333333333334,1
49,35,7,0,1,0,8,0,4,4.344529620492198,0,0,0,0,0,7,0.5714285714285714,8,1.0,1
41,17,16,0,1,0,6,0,1,4.049999797924504,1,0,0,0,0,5,0.0,13,1.0,0
82,35,7,0,1,1,15,0,4,4.469702276078295,0,1,1,1,0,13,0.3076923076923077,8,0.9230769230769231,1
39,17,14,0,1,0,6,0,0,4.29168715470421,1,0,0,0,0,5,0.0,13,1.0,0
53,37,8,2,3,0,9,0,4,4.321706775072995,1,0,0,0,0,8,0.5,9,1.0,1
83,31,8,0,1,3,14,0,3,4.520812114907905,0,1,1,1,0,12,0.25,8,0.9166666666666666,1
48,32,8,0,1,0,8,0,3,4.264460876028362,1,0,0,0,0,7,0.42857142857142855,7,1.0,1
56,41,7,0,1,0,8,0,4,4.184250404386514,1,0,0,0,0,7,0.5714285714285714,9,1.0,1
86,33,8,0,1,1,15,0,4,4.269495625253249,0,1,1,1,0,13,0.38461538461538464,8,0.8461538461538461,1
87,37,8,2,3,1,16,0,4,4.540051489201453,1,1,1,1,0,14,0.2857142857142857,8,0.9285714285714286,1
86,35,8,0,1,1,15,0,3,4.401263115061832,0,1,1,1,0,13,0.23076923076923078,7,0.9230769230769231,1
94,44,5,2,3,1,16,0,3,4.341125342997103,0,1,1,1,0,14,0.21428571428571427,8,0.9285714285714286,1
60,15,8,2,3,13,13,1,0,4.686012573557967,0,1,1,1,0,11,0.0,8,1.0,1
37,13,0,0,1,3,8,0,0,4.41189187902552,0,0,0,0,0,7,0.0,9,1.0,0
58,15,8,2,3,13,13,1,0,4.615764637179025,0,1,1,1,0,11,0.0,7,1.0,1
53,17,8,0,1,3,10,0,0,4.531994454841422,1,0,0,0,0,9,0.0,13,1.0,0
39,25,7,0,1,2,7,0,2,4.387465039153175,0,0,0,0,0,6,0.3333333333333333,7,1.0,1
95,39,8,2,3,1,16,0,3,4.48608680068279,1,1,1,1,0,14,0.21428571428571427,9,0.9285714285714286,1
51,12,8,2,3,10,13,1,1,4.390747222665471,0,1,1,1,0,11,0.09090909090909091,7,1.0,1
38,13,0,0,1,3,8,0,0,4.41872290806656,1,0,0,0,0,7,0.0,9,1.0,0
49,34,8,2,3,0,9,0,3,4.19870825257941,0,0,0,0,0,8,0.375,7,1.0,1
29,13,9,0,1,0,5,0,0,3.702471512219747,0,0,0,0,0,4,0.0,9,1.0,0
83,37,7,0,1,1,15,0,3,4.371981528148835,0,1,1,1,0,13,0.3076923076923077,8,0.8461538461538461,1
50,35,8,2,3,0,9,0,3,3.9444984515601624,0,0,0,0,0,8,0.5,7,0.875,1
53,38,8,2,3,0,9,0,3,4.283970926016392,0,0,0,0,0,8,0.375,8,1.0,1
80,25,8,0,1,3,14,0,3,4.623570052929152,0,1,1,1,0,12,0.25,8,0.9166666666666666,1
83,35,7,2,3,1,16,0,4,4.391819756689305,0,1,1,1,0,14,0.35714285714285715,6,0.7857142857142857,1
78,35,7,0,1,1,15,0,3,4.515156665131599,0,1,1,1,0,13,0.3076923076923077,8,0.7692307692307693,1
50,13,9,0,1,3,10,0,0,4.5683674395583775,1,0,0,0,0,9,0.0,9,1.0,0
39,13,18,0,1,0,6,0,0,3.7601728994939396,1,0,0,0,0,5,0.0,9,1.0,0
39,17,15,0,1,0,7,0,0,4.1604200911461655,0,0,0,0,0,6,0.0,13,1.0,0
56,12,8,2,3,10,13,1,0,4.507034206140244,0,1,1,1,0,11,0.0,9,1.0,1
56,13,16,0,1,3,11,0,0,4.359255209025448,0,0,0,0,0,10,0.0,9,1.0,0
77,23,8,0,1,3,14,0,2,4.488214191242757,1,1,1,1,0,12,0.16666666666666666,9,0.8333333333333334,1
90,35,8,2,3,1,16,0,4,4.430800869830237,1,1,1,1,0,14,0.2857142857142857,9,1.0,1
35,23,5,0,1,2,7,0,2,4.243010159554855,0,0,0,0,0,6,0.3333333333333333,6,1.0,1
76,27,8,0,1,3,14,0,2,4.370086690784968,1,1,1,1,0,12,0.16666666666666666,8,0.9166666666666666,1
65,13,24,0,1,3,12,0,1,4.468618298263978,1,0,0,0,0,11,0.0,9,1.0,0
38,13,17,0,1,0,6,0,1,3.8500481587392756,1,0,0,0,0,5,0.0,9,1.0,0
52,37,8,2,3,0,9,0,4,4.280276805987932,0,0,0,0,0,8,0.5,8,1.0,1
45,17,0,0,1,3,9,0,0,4.652421151644845,1,0,0,0,0,8,0.0,13,1.0,0
49,33,8,0,1,0,8,0,2,4.017145049472475,1,0,0,0,0,7,0.2857142857142857,8,0.8571428571428571,1
33,17,8,0,1,0,5,0,0,4.0060710131011685,1,0,0,0,0,4,0.0,13,1.0,0
53,13,16,0,1,3,10,0,1,4.373685784547777,0,0,0,0,0,9,0.0,9,1.0,0
48,34,7,0,1,0,8,0,4,4.29040071973329,0,0,0,0,0,7,0.5714285714285714,8,1.0,1
26,13,5,0,1,0,5,0,0,3.8150724101159423,1,0,0,0,0,4,0.0,9,1.0,0
55,13,7,2,3,11,13,1,1,4.5319944548414215,0,1,1,1,0,11,0.09090909090909091,6,1.0,1
59,13,8,2,3,11,13,1,0,4.391855531929343,0,1,1,1,0,11,0.0,8,1.0,1
52,17,8,0,1,3,10,0,0,4.5823826895369075,0,0,0,0,0,9,0.0,13,1.0,0
85,34,8,0,1,1,15,0,4,4.274413348262802,1,1,1,1,0,13,0.38461538461538464,8,0.9230769230769231,1
41,17,16,0,1,0,6,0,0,3.985243162996367,1,0,0,0,0,5,0.0,13,1.0,0
61,14,7,2,3,12,13,1,1,4.422660583473405,0,1,1,1,0,11,0.09090909090909091,9,1.0,1
42,13,21,0,1,0,7,0,0,3.9604372921259605,1,0,0,0,0,6,0.0,9,1.0,0
79,29,8,0,1,3,14,0,2,4.511481144642025,0,1,1,1,0,12,0.16666666666666666,8,0.9166666666666666,1
74,24,7,0,1,3,14,0,3,4.398412848364053,0,1,1,1,0,12,0.25,9,0.9166666666666666,1
62,13,21,0,1,3,12,0,0,4.5468030689968515,1,0,0,0,0,11,0.0,9,1.0,0
32,17,8,0,1,0,5,0,0,3.9261085007312415,0,0,0,0,0,4,0.0,13,1.0,0
81,25,8,0,1,3,14,0,3,4.363068882643543,0,1,1,1,0,12,0.3333333333333333,9,0.8333333333333334,1
51,36,7,0,1,0,8,0,4,4.309995078140829,1,0,0,0,0,7,0.5714285714285714,8,1.0,1
35,17,10,0,1,0,5,0,0,4.207435516759525,1,0,0,0,0,4,0.0,13,1.0,0
64,17,22,0,1,3,11,0,1,4.484473149067329,1,0,0,0,0,10,0.0,13,0.9,0
90,38,8,2,3,1,16,0,4,4.508989330298831,0,1,1,1,0,14,0.2857142857142857,9,0.9285714285714286,1
